Feature,Importance
cancer_admissions_AA,0.8611441480819275
cardio_emergencies_AA,0.8600587786435748
cardio_admissions_AA,0.8274971664669469
Mental_admissions_AA,0.749084125181941
Mental_emergencies_AA,0.6313383036543697
fruit_consump_%,0.47827002610646335
substanceuse_rate_AA,0.431128374094631
Stroke_admissions_AA,0.2757440774519711
firearm_deaths_2015_%,0.2539861912306324
hypertension_%,0.23302714200266633
lung_cancer_sir,0.23162927086665114
prostrate_cancer_sir,0.18387822532556305
breast_cancer_sir,0.16891998610897477
nonfatal_opiod_hospitalevents_%,0.16401058786415534
live_births_2014_%,0.1580164410223257
cervical_cancer_sir,0.15371185471641205
poor_mental_health_%,0.12796514442214538
diagnosed_depression_%,0.09750846736217748
diabetic_adults_%,0.0891225933212971
colorectal_cancer_sir,0.07623013231078161
suicide_deaths_%,0.07240997470698071
smokers_helpline_%,0.039225600867978425
smokers_quitworks_%,0.036384285869237
anyexercise_%,0.02948998919440941
obsese_adults_%,0.023633168265724938
smoking_rate_%,0.02341501882557919
smoking_pregnant_%,0.01912179729321021
Diabetes_admissions_AA,0.017535296464827318
overweight_adults_%,0.017285046259466173
heartrate_adult_%,0.016656614473933583
gonorrhea_%,0.011232426737836768
hiv_density_per1000,0.007909455787851419
Diabetes_emergencies_AA,0.006780951107445628
syphillis_%,0.004640788800562952
infant_rate_2014_per1000,0.0028108760543682065
mentalhealth_hosp_rate,0.0027717785227255546
risk_per1000,0.002665103315362482
chlamydia_%,8.252917022617095e-05
