\,cancer_admissions_AA,cardio_admissions_AA,cardio_emergencies_AA,Diabetes_admissions_AA,Diabetes_emergencies_AA,Mental_admissions_AA,Mental_emergencies_AA,Stroke_admissions_AA,fruit_consump_%,obsese_adults_%,overweight_adults_%,diabetic_adults_%,heartrate_adult_%,poor_mental_health_%,smoking_rate_%,smoking_pregnant_%,infant_rate_2014_per1000,hiv_density_per1000,firearm_deaths_2015_%,live_births_2014_%,chlamydia_%,gonorrhea_%,syphillis_%,nonfatal_opiod_hospitalevents_%,hypertension_%,diagnosed_depression_%,anyexercise_%,suicide_deaths_%,risk_per1000,smokers_quitworks_%,smokers_helpline_%,substanceuse_rate_AA,mentalhealth_hosp_rate,breast_cancer_sir,prostrate_cancer_sir,colorectal_cancer_sir,lung_cancer_sir,cervical_cancer_sir
cancer_admissions_AA,1.0,0.9759912895984105,0.9628960117143894,0.2025544810303113,0.12632263904532287,0.9326587917728959,0.8443812966554521,0.6007569938033743,-0.5733509887667356,-0.07659329642617838,0.02864560384534143,-0.27366404959341223,-0.16500700097984788,-0.2777648847845452,-0.08476168327450258,-0.06087125095160636,0.06950633342489443,0.1178085113483024,0.48968596742158876,0.23403549236696156,-0.002578459431784607,0.0368010136545708,0.0007770240722545992,-0.25083272100605286,-0.3276750265372975,-0.21174490801877002,-0.061266184514243344,0.20373654274990863,0.17260607859277685,-0.14358855773901122,-0.13800072894252302,-0.6643319571747874,0.06256893363060903,-0.3405777178906316,-0.3656172198549802,-0.18398621070904977,-0.24658461598707412,-0.2636573355509603
cardio_admissions_AA,0.9759912895984105,1.0,0.946997247929447,0.18803603429381843,0.10155817191675656,0.8615984739792723,0.90462306034385,0.7226359895502332,-0.5322801624455369,-0.06714882274822759,0.028229119738886994,-0.26233464996868106,-0.21009505038448,-0.29767094335125044,-0.07407619836459106,-0.0497323767362874,0.030023879973055653,0.17548342004858866,0.4828120672670009,0.2267824970904341,-0.0036654874182184207,0.04512364886903468,-0.00022507235893873967,-0.2297553052121421,-0.3165582549564877,-0.18911351762690215,-0.060845734020644186,0.1724543207375029,0.1649333621145047,-0.15994324216700262,-0.1509650081358703,-0.5624280634845708,-0.0017978864010704764,-0.3317729312140609,-0.35554519724694833,-0.18799087852523538,-0.21810497406141316,-0.25278796880515153
cardio_emergencies_AA,0.9628960117143894,0.946997247929447,1.0,0.10630489773517951,0.07015287058225168,0.9324447355591367,0.866817354960944,0.5504866645063805,-0.6099663060782337,-0.09445240001993956,0.004028792165313404,-0.26207089726521277,-0.1647345705707949,-0.3066115128465644,-0.08368985023293062,-0.0547918092611384,0.08702517948373038,0.1101483700609341,0.4693907197328824,0.24080958180573048,0.0021387329484231026,0.023314377134133334,-0.022074313565216473,-0.2093273181172363,-0.33321787329264374,-0.18635340593578945,-0.04873495547326353,0.22199785190930904,0.18287790955828268,-0.1786820088341991,-0.174893621605073,-0.6674781009712698,0.04872428809674864,-0.3873083400777221,-0.34055151998342614,-0.1474196304373833,-0.2804701724648142,-0.2882105050991665
Diabetes_admissions_AA,0.2025544810303113,0.18803603429381843,0.10630489773517951,1.0,0.9628497981511119,0.060259538642816995,0.15141460190751008,0.4711742918785871,-0.00342934779522167,0.0351078130200822,0.025054706131648577,0.10379248514785581,-0.23660705492800535,-0.03347702845213687,0.031132095787988284,0.07579797014922711,0.002286958468601426,-0.05708904240939429,0.04901915193163113,0.03730338307578364,-0.020768976011852257,-0.010451125350993849,-0.04547943360717013,-0.10747536024849207,-0.08396619829970065,-0.06650165185371465,-0.0014664950660991125,0.10945176732570669,0.04786620125960568,-0.0757196021505468,-0.04577719871135566,0.06104697573927438,0.12129915786543127,0.12903639953393575,0.015927779508711642,-0.0005182300862945269,0.10435300447910516,0.01430943965287561
Diabetes_emergencies_AA,0.12632263904532287,0.10155817191675656,0.07015287058225168,0.9628497981511119,1.0,0.016959060370463522,0.09432948103385268,0.3854388958872817,0.0005049764257961649,0.02926422630299558,-0.0010576004355642014,0.14863661196704828,-0.19377721702517878,-0.028243595332201755,0.03266872928302848,0.09456769628737441,0.009983953200405786,-0.08694555850084419,-0.004531636039039988,0.027764807796869337,-0.021748327387108947,-0.02964668769263549,-0.05403325197284793,-0.06933213041530341,-0.08061896946481102,-0.036072728846927436,0.025709252538612566,0.13418345663808146,0.06205130147066825,-0.05999182350237686,-0.03251209915674895,0.09093357742656172,0.14828936550804292,0.15093487744105394,0.006460514606948531,-0.003956021750757508,0.08065844552272813,0.02650031714687882
Mental_admissions_AA,0.9326587917728959,0.8615984739792723,0.9324447355591367,0.060259538642816995,0.016959060370463522,1.0,0.6815484426976648,0.30255988775159814,-0.6112499736355319,-0.08342213541397975,0.03458164712661118,-0.27314164129878743,-0.06520268697708788,-0.23963410236415697,-0.0906697832669135,-0.06314333453940844,0.09127694948698495,-0.022373719861374434,0.497623018860587,0.2384150193421626,-0.0009001036865035273,0.014573095661887213,-0.007851765305173598,-0.20586160101907777,-0.27157784867467294,-0.19550863242262273,-0.029418409336575718,0.226342531379104,0.18730380183422787,-0.12523286470746395,-0.1297017137366149,-0.8336677270303295,0.20777110972550292,-0.407394002400492,-0.3504335488400676,-0.1698268265420222,-0.29228261115117055,-0.253939474409489
Mental_emergencies_AA,0.8443812966554521,0.90462306034385,0.866817354960944,0.15141460190751008,0.09432948103385268,0.6815484426976648,1.0,0.8124737883424917,-0.48845911841415035,-0.08819639623475262,-0.03968016742421603,-0.13287120238212072,-0.38025120804917834,-0.3442673506652747,-0.08165454683837575,-0.029709179683265054,0.09816939195964754,0.3509858429128766,0.34208160184519104,0.21868358786009398,-0.0031164266236300316,0.0644486619221908,0.012015949000628839,-0.18364550377809344,-0.3164037752379201,-0.12960571518225408,-0.04864012829959214,0.1436047814474403,0.13657996343621787,-0.1664150437797474,-0.14999004841622646,-0.2841976875349206,-0.13609165085171573,-0.25775915522373033,-0.2967974278025958,-0.13214421956539565,-0.1850840023846289,-0.22568084146372125
Stroke_admissions_AA,0.6007569938033743,0.7226359895502332,0.5504866645063805,0.4711742918785871,0.3854388958872817,0.30255988775159814,0.8124737883424917,1.0,-0.22080184723067703,-0.034682271158543686,-0.025782758521039208,-0.05428283881505666,-0.4084243242698411,-0.25846700581153237,-0.021924822751567645,0.013953259386394768,-0.02992610616654234,0.3523464469975045,0.23184916100088573,0.1342230310584568,-0.010322753020585293,0.06748831271090497,0.0021069463791116368,-0.1747869461771935,-0.26330426075555247,-0.0955517808217996,-0.058746524602225646,0.05715204933218832,0.07224983581177116,-0.1570293301816159,-0.12530286447003572,0.05347767521106411,-0.21354209354236636,-0.028051766497808037,-0.19836104820871253,-0.08555658070529248,-0.031068704933787845,-0.133600508842681
fruit_consump_%,-0.5733509887667356,-0.5322801624455369,-0.6099663060782337,-0.00342934779522167,0.0005049764257961649,-0.6112499736355319,-0.48845911841415035,-0.22080184723067703,1.0,0.20929967504500174,0.20359979236255635,0.23446674292951272,0.13026812007950211,0.29440539967198714,0.15366931559264166,0.1302411103833545,-0.005724511270478483,0.03615735083941724,-0.40623183816893105,-0.2772481882546144,-0.02922048674137625,0.034128107756653606,0.04621559130424564,0.33823343617227025,0.386196888023313,0.2585464190688097,0.19125740759508403,-0.1780560074991029,0.047671342554759494,0.11222923046954782,0.1153357299071728,0.5715592349983725,0.08669309257683365,0.23030851706779862,0.32302944579297493,0.22290310983384015,0.48317484918954995,0.3330541428155396
obsese_adults_%,-0.07659329642617838,-0.06714882274822759,-0.09445240001993956,0.0351078130200822,0.02926422630299558,-0.08342213541397975,-0.08819639623475262,-0.034682271158543686,0.20929967504500174,1.0,0.16143011317730113,0.46233893445211194,0.11599515597453289,-0.34530305374079023,-0.5605565441717325,-0.4500032720278386,-0.12217431466795547,-0.02786395385389755,-0.16370292378188941,0.1703232987144936,-0.7385969444606795,-0.003087141994972364,-0.0045039497346980924,0.22817906305567,0.17330136849274178,0.09802704596797948,0.16978756295644187,-0.0840024556346645,0.2541254970538661,0.05315758910110758,0.053476402038884464,0.14383217596513906,0.12786401523415228,0.06487072942290657,0.13554411293783458,0.13597470845350146,0.35109821798228946,0.08939151785347105
overweight_adults_%,0.02864560384534143,0.028229119738886994,0.004028792165313404,0.025054706131648577,-0.0010576004355642014,0.03458164712661118,-0.03968016742421603,-0.025782758521039208,0.20359979236255635,0.16143011317730113,1.0,0.042731542830010294,0.0437170165947502,0.47415246447242276,0.45428692270899096,0.3488093943646303,-0.048620980057738725,-0.05687632706416354,-0.13152955609385203,-0.22225052296443293,0.3743023358361375,0.05317140202893705,0.014119044351325261,0.262376493191387,0.3278250841469256,0.08486829483295712,0.21475546317655733,-0.09268192749496675,0.19391267640360293,-0.1369528215585305,-0.14139675592799175,-0.006496404143303626,0.16026919816672625,-0.09659567162742648,-0.04011311594527462,-0.04681935613173972,0.2784023484604067,0.06488162193279351
diabetic_adults_%,-0.27366404959341223,-0.26233464996868106,-0.26207089726521277,0.10379248514785581,0.14863661196704828,-0.27314164129878743,-0.13287120238212072,-0.05428283881505666,0.23446674292951272,0.46233893445211194,0.042731542830010294,1.0,-0.3429571021671385,-0.22045107131921413,-0.3348240893908104,-0.2073670214385461,0.060340754624307186,0.13003598072077638,-0.16576104305037467,0.06340219912378857,-0.4546485453926121,0.007321171359385517,-0.0483148404839848,0.3309422459967509,0.2754245524385917,0.1466982917837533,0.24214105793847743,-0.044847041441313525,0.1599079176357826,-0.00040596050519536836,0.0035386091938560188,0.32771953659637243,0.14059182989207944,0.2591398655980319,0.15432724802157824,0.16533732469983217,0.2570423234441556,0.24773747718576122
heartrate_adult_%,-0.16500700097984788,-0.21009505038448,-0.1647345705707949,-0.23660705492800535,-0.19377721702517878,-0.06520268697708788,-0.38025120804917834,-0.4084243242698411,0.13026812007950211,0.11599515597453289,0.0437170165947502,-0.3429571021671385,1.0,0.1956068745802755,0.05997308787076099,0.012789447197856171,-0.2417255563454951,-0.254639614179012,-0.15865907091935777,-0.11861165295870202,0.03145337281854959,0.018340591047861805,0.08517781385723282,-0.09032899703343546,-0.011089750705310477,-0.059346816093678145,-0.08132750252816155,0.09315750622136935,0.10211865076142701,0.0963981932803344,0.05789195124285447,-0.12282834441829649,0.06415769991273275,-0.26895272280721083,-0.20059765394444937,-0.08836631726959551,-0.0013554749069036784,-0.10131562171611046
poor_mental_health_%,-0.2777648847845452,-0.29767094335125044,-0.3066115128465644,-0.03347702845213687,-0.028243595332201755,-0.23963410236415697,-0.3442673506652747,-0.25846700581153237,0.29440539967198714,-0.34530305374079023,0.47415246447242276,-0.22045107131921413,0.1956068745802755,1.0,0.7908685698838981,0.6539287640330326,-0.0159342377297779,-0.07306123397415137,-0.18223350754386258,-0.46948749602838463,0.7357696930427653,-0.030894600100609675,-0.011413789477459009,0.14709116151228738,0.2359964773231589,0.1272074260794226,0.24102173047258732,-0.05676640270823026,0.2080590966184565,0.026558516560093486,0.035893161412507174,0.11196670944126123,0.18574343858884654,-0.006564288528945281,-0.012414171661655943,0.046007064051519615,0.1633300348662272,0.10706857181419073
smoking_rate_%,-0.08476168327450258,-0.07407619836459106,-0.08368985023293062,0.031132095787988284,0.03266872928302848,-0.0906697832669135,-0.08165454683837575,-0.021924822751567645,0.15366931559264166,-0.5605565441717325,0.45428692270899096,-0.3348240893908104,0.05997308787076099,0.7908685698838981,1.0,0.8814124044842729,-0.009057028802801919,-0.046975627688370054,-0.0452711280514403,-0.4149786823992627,0.8666834154241009,0.025187053807502226,0.009805010301201886,0.11987648582995918,0.18378048627191165,0.05653892500683802,0.17809585903701106,-0.021773025644070233,0.12803007813357548,-0.09173886666880422,-0.08896220864435445,0.06411902030361118,0.12186532491139468,-0.11667880582865799,-0.11737366814534209,-0.015025870606766328,0.1279586459221927,0.021140342878298923
smoking_pregnant_%,-0.06087125095160636,-0.0497323767362874,-0.0547918092611384,0.07579797014922711,0.09456769628737441,-0.06314333453940844,-0.029709179683265054,0.013953259386394768,0.1302411103833545,-0.4500032720278386,0.3488093943646303,-0.2073670214385461,0.012789447197856171,0.6539287640330326,0.8814124044842729,1.0,-0.006917811195257782,-0.012614906400499306,-0.07208589928611119,-0.3173919647648634,0.7027297143414089,0.026803371606257072,0.016158242996683184,0.15856509682753217,0.19070354237886572,0.044291525514377476,0.18108401186296305,0.012442060671543173,0.1166821843623965,-0.08834859824472327,-0.10455312300081424,0.09680687762024405,0.2273441509527744,-0.06009738704561792,-0.10322604457248259,0.027363115141923963,0.18933852930893713,0.030258529849356532
infant_rate_2014_per1000,0.06950633342489443,0.030023879973055653,0.08702517948373038,0.002286958468601426,0.009983953200405786,0.09127694948698495,0.09816939195964754,-0.02992610616654234,-0.005724511270478483,-0.12217431466795547,-0.048620980057738725,0.060340754624307186,-0.2417255563454951,-0.0159342377297779,-0.009057028802801919,-0.006917811195257782,1.0,0.09282370162385176,0.03759788420966003,0.018673238503549173,0.03193755887274857,0.05520001115903396,0.05524342029897316,-0.028345568832184226,-0.0341214826730012,-0.017656427691664714,-0.056211379768133236,0.02453945100999858,0.006752974830178948,-0.040864082079459074,-0.055594175948358714,-0.017953133021281188,-0.07184887425055966,0.1122834129138854,0.13437641018697674,0.06297023768673668,-0.016053434675671014,-0.028569689013781388
hiv_density_per1000,0.1178085113483024,0.17548342004858866,0.1101483700609341,-0.05708904240939429,-0.08694555850084419,-0.022373719861374434,0.3509858429128766,0.3523464469975045,0.03615735083941724,-0.02786395385389755,-0.05687632706416354,0.13003598072077638,-0.254639614179012,-0.07306123397415137,-0.046975627688370054,-0.012614906400499306,0.09282370162385176,1.0,-0.012054073909014418,-0.0167944065175443,0.009027423390158421,0.4755312548629399,0.40021889656316945,0.0055355604982551335,-0.07991832539214973,0.15558724817393846,0.003804939583350714,0.004969901060766443,0.02498673972188167,0.01493511818581195,0.02670475648760181,0.2521102647722382,-0.15291826799420652,0.0735087725800129,-0.05987684724214245,0.12307330747379949,0.04787418839228155,-0.018131628864549054
firearm_deaths_2015_%,0.48968596742158876,0.4828120672670009,0.4693907197328824,0.04901915193163113,-0.004531636039039988,0.497623018860587,0.34208160184519104,0.23184916100088573,-0.40623183816893105,-0.16370292378188941,-0.13152955609385203,-0.16576104305037467,-0.15865907091935777,-0.18223350754386258,-0.0452711280514403,-0.07208589928611119,0.03759788420966003,-0.012054073909014418,1.0,0.147471239727706,-0.001664025956429705,0.06050954219787368,0.03999111224493011,-0.11792574614090488,-0.16980563664357778,-0.13903427273501193,0.005909482584229446,0.05168342385456308,0.015822348270246034,-0.07510220911493885,-0.08842619843135902,-0.490094123836396,0.03403811078605068,-0.19116709450327318,-0.145771339479766,-0.13185772163320275,-0.2658419294959656,-0.11970628994148623
live_births_2014_%,0.23403549236696156,0.2267824970904341,0.24080958180573048,0.03730338307578364,0.027764807796869337,0.2384150193421626,0.21868358786009398,0.1342230310584568,-0.2772481882546144,0.1703232987144936,-0.22225052296443293,0.06340219912378857,-0.11861165295870202,-0.46948749602838463,-0.4149786823992627,-0.3173919647648634,0.018673238503549173,-0.0167944065175443,0.147471239727706,1.0,-0.33578533529752885,0.19082872930839098,0.1455292282621218,-0.3387071345640406,-0.3513147925167382,-0.34173397995333493,-0.21170870610312204,0.1788201533712223,-0.18763140742813827,-0.08707251864081901,-0.11432944304470279,-0.21685437200526284,-0.19448454606103044,-0.19849187287376455,-0.1374844017584575,-0.21235677488792465,-0.40559321472800475,-0.3079223826366357
chlamydia_%,-0.002578459431784607,-0.0036654874182184207,0.0021387329484231026,-0.020768976011852257,-0.021748327387108947,-0.0009001036865035273,-0.0031164266236300316,-0.010322753020585293,-0.02922048674137625,-0.7385969444606795,0.3743023358361375,-0.4546485453926121,0.03145337281854959,0.7357696930427653,0.8666834154241009,0.7027297143414089,0.03193755887274857,0.009027423390158421,-0.001664025956429705,-0.33578533529752885,1.0,0.026039469950266327,0.014409986779224877,-0.07080930962322096,0.028505032013014714,-0.04046032696637674,0.007043526842767873,0.02093111982202164,-0.04393389966173682,-0.034614313719717384,-0.031248591582533066,-0.045000655740581125,-0.0398818604324392,-0.17381867354105351,-0.16170645006301518,-0.13287241356578255,-0.15413748181260492,-0.07379061162673423
gonorrhea_%,0.0368010136545708,0.04512364886903468,0.023314377134133334,-0.010451125350993849,-0.02964668769263549,0.014573095661887213,0.0644486619221908,0.06748831271090497,0.034128107756653606,-0.003087141994972364,0.05317140202893705,0.007321171359385517,0.018340591047861805,-0.030894600100609675,0.025187053807502226,0.026803371606257072,0.05520001115903396,0.4755312548629399,0.06050954219787368,0.19082872930839098,0.026039469950266327,1.0,0.8766834743662744,0.01474506317900235,-0.1393203085851673,0.08833376374290304,-0.05867130616205654,0.13522937892877956,-0.046320890676118255,-0.29698991758060944,-0.3674576368283612,0.01571065246825052,0.00758952804821356,-0.14307807710463738,-0.1601727446511359,-0.0038686941877760163,-0.07876249883193909,-0.118747759422059
syphillis_%,0.0007770240722545992,-0.00022507235893873967,-0.022074313565216473,-0.04547943360717013,-0.05403325197284793,-0.007851765305173598,0.012015949000628839,0.0021069463791116368,0.04621559130424564,-0.0045039497346980924,0.014119044351325261,-0.0483148404839848,0.08517781385723282,-0.011413789477459009,0.009805010301201886,0.016158242996683184,0.05524342029897316,0.40021889656316945,0.03999111224493011,0.1455292282621218,0.014409986779224877,0.8766834743662744,1.0,-0.012921865052559251,-0.13803551076289208,0.11871945239900891,-0.03651964447075172,0.059382522390351106,-0.046425805955816274,-0.06817251459403605,-0.1402216660498774,0.0013153248321608976,-0.019276643860673178,-0.14914852081779686,-0.19341009539471424,-0.07960201976298434,-0.10707731978423107,-0.09219750649276547
