no_vehicle_avail_%,-0.10568344208796131,-0.16425599524342394
below_poverty_level_%,-0.12523682593872296,-0.03534076987402163
exp_perpupil_USD,-0.09078862179849878,-0.08530508232363598
debt_pervaluation_%,0.0788143433533082,0.006126663267308586
homeless_Shelters_per_1000,-0.08913733863046953,-0.0077791539849172645
median_owner_home_USD,-0.14059782342507315,0.014677127751252
median_sale_homes_USD,-0.0802265154484374,0.06973987192289381
unemployment_rate,-0.05428904223151338,0.06706033893343936
race_Wh_%,-0.014290406152080572,0.01925738539498959
race_Afam_%,-0.021457496753058844,0.08135980058790555
race_Alaska_%,-0.016774496636875438,0.05119319266238599
race_Asian_%,-0.030136475540471417,0.008972819509294318
race_Hawaii_%,0.0,-0.05404582963074234
race_Other_%,-0.009617076556094202,0.07764495506921408
race_Two_%,0.006613403391866125,0.0710411973155625
race_Hisp_%,-0.04800949083434977,0.018026106967615738
labor_force_rate,-0.03755089460583007,-0.0068834831314101026
emp_rate,0.006090539684003504,-0.022130290895061234
emp_business_%,-0.011395751512743257,-0.00019182790283081216
emp_computer_%,0.033000504693848236,-0.012088636780737058
emp_legal_%,0.0674042333368812,-0.05841493796449792
emp_healthcare_%,-0.013030928415327147,-0.04432558336655833
emp_healthsupport_%,-0.142448332648037,-0.001319224862675706
emp_protective_%,0.03633005314023204,-0.0507270751707204
emp_foodprepare_%,-0.03477805841249651,-0.08128750393810112
emp_clean_%,0.04490224149795761,0.04143759110273825
emp_personalcare_%,0.03606595492721588,0.06258007720325687
emp_sales_%,-0.08356001554347821,0.01705869103909541
emp_admin_%,-0.04769050260207918,-0.12117334168776825
emp_farm_%,-0.013465603830742674,0.04996495295064569
emp_construct_%,0.08406844633258409,-0.01394837567870802
emp_repair_%,-0.04438742923388424,0.06996621820513071
emp_production_%,0.03583465510632944,0.07949478902158422
emp_transport_%,-0.017001591566473014,-0.023222473763325525
emp_material_%,0.0,0.05780550931054963
occ_lt0.5_%,-0.014178276717832663,-0.05684593226385339
occ_0.5to1.0_%,-0.00747497011270848,0.07007918634223864
