\,unemployment_rate,labor_force_rate,emp_rate,emp_business_%,emp_computer_%,emp_legal_%,emp_healthcare_%,emp_healthsupport_%,emp_protective_%,emp_foodprepare_%,emp_clean_%,emp_personalcare_%,emp_sales_%,emp_admin_%,emp_farm_%,emp_construct_%,emp_repair_%,emp_production_%,emp_transport_%,emp_material_%,emp_pop_ratio_wh_only,emp_pop_ratio_hisp,employed_male_%,employed_female_%
unemployment_rate,1.0000000000551739,-0.08279319593019131,-0.29411964632720755,-0.44827711020983746,-0.2403168466115382,-0.263979296755907,-0.17682041229327347,0.34200578647692714,0.17786608884906843,0.31513334524288367,0.12323387348927403,0.3205924096156227,0.12286329100824761,0.2645004434028025,-0.01938693670584559,-0.08809176116804508,0.16681541679418344,0.4022160915463705,0.21614322797922308,0.24399233184235114,-0.320849246109407,-0.10946754044219704,0.00028638125498873585,-0.00028638125498873585
labor_force_rate,-0.08279319593019131,0.9999999999832048,0.9735411632565916,-0.10944368125011873,0.18633765418953013,-0.19294311604613432,-0.09736276624603796,-0.12922345326532736,-0.048526743269788626,-0.07939073871445428,-0.11082574135873638,-0.19910150269740012,-0.16988090711025203,-0.04584851346825432,-0.15860934493868722,-0.218783259181307,0.11712277251510043,-0.06668624802599073,-0.005598860823303739,-0.024005725782812622,0.9155913443725925,0.3297083763109589,-0.1315487389727945,0.1315487389727945
emp_rate,-0.29411964632720755,0.9735411632565916,0.9999999999495012,-0.013823407748272771,0.22562766981979618,-0.1293892614312766,-0.05721094003718351,-0.19399101752081102,-0.08002956748321527,-0.14238911575766708,-0.127888562443326,-0.260594927046104,-0.18035924003459516,-0.09799089132668189,-0.14289443054067796,-0.1882765419106583,0.07644146122848737,-0.15133165246000288,-0.046809939606880235,-0.0759777316078264,0.9511749296352553,0.343839651691381,-0.12816390884540807,0.12816390884540807
emp_business_%,-0.44827711020983746,-0.10944368125011873,-0.013823407748272771,0.9999999999440409,0.44285292580438346,0.2859755204537002,0.19482589376181952,-0.5088855885184796,-0.18372553982064244,-0.4817691072290822,-0.4236257033237935,-0.388035675809954,0.022280523924979225,-0.34179926146222456,-0.1428674827659727,-0.2587922801871012,-0.3907382565072937,-0.6088652388635875,-0.4363303576837542,-0.436228612980956,0.07161331770740928,-0.05315463542779944,0.036351136231078184,-0.036351136231078184
emp_computer_%,-0.2403168466115382,0.18633765418953013,0.22562766981979618,0.44285292580438346,1.0000000000151572,0.17680805329763505,0.050194970879615115,-0.34601484194211973,-0.2143533021801218,-0.2951711135285653,-0.4018017811023575,-0.2419504617998542,-0.1100903495504246,-0.3399224632826026,-0.2466128202584155,-0.4674008141424387,-0.30569066172240883,-0.386113316374156,-0.4309295910617501,-0.3106929604538352,0.2604551554286249,0.12135584725366996,0.046107745261634775,-0.046107745261634775
emp_legal_%,-0.263979296755907,-0.19294311604613432,-0.1293892614312766,0.2859755204537002,0.17680805329763505,1.0000000000445808,0.035052566558221455,-0.25377449005186514,-0.1531100218262073,-0.16277111138192085,-0.15227367781243895,-0.03728618760693318,-0.19302747261097414,-0.3255087215548968,0.06983895014650268,-0.14938739208577628,-0.3206948570598948,-0.4137448531130635,-0.3664772323268286,-0.21065591841154588,-0.0684660007488528,-0.1266112950085541,-0.17994237899386437,0.17994237899386437
emp_healthcare_%,-0.17682041229327347,-0.09736276624603796,-0.05721094003718351,0.19482589376181952,0.050194970879615115,0.035052566558221455,0.9999999999652697,-0.06969203769784658,-0.03397333099021941,-0.2393590289661662,-0.2502487575960168,-0.26179239468608834,-0.045037736781134284,-0.042106587462223774,-0.026031533482796416,-0.033488337954551084,-0.05594858894317067,-0.11519199381836864,-0.0437588769270108,-0.2103220822838796,-0.008100201792389931,0.05228658952238503,0.022589158305507517,-0.022589158305507517
emp_healthsupport_%,0.34200578647692714,-0.12922345326532736,-0.19399101752081102,-0.5088855885184796,-0.34601484194211973,-0.25377449005186514,-0.06969203769784658,0.9999999999815941,0.08460494985513765,0.2580950109315106,0.2479630893762039,0.19165475336329202,0.03092284962218819,0.2020130600595929,0.039184129808969154,0.15737927727351914,0.1358367856007202,0.468361629167516,0.348980097996473,0.2636216423836311,-0.21509241529857068,-0.05080463695827499,-0.049372077269716416,0.049372077269716416
emp_protective_%,0.17786608884906843,-0.048526743269788626,-0.08002956748321527,-0.18372553982064244,-0.2143533021801218,-0.1531100218262073,-0.03397333099021941,0.08460494985513765,0.9999999999368979,0.23545604966175196,0.1044141092393556,0.12909275156613717,0.08889143669481009,0.14182814367536034,-0.10426421792833333,0.016968907831669666,0.1317547302384926,0.0937252345381716,0.14743839843828718,-0.02733534839555951,-0.04627296269782913,-0.024350041338320385,0.14402062433841212,-0.14402062433841212
emp_foodprepare_%,0.31513334524288367,-0.07939073871445428,-0.14238911575766708,-0.4817691072290822,-0.2951711135285653,-0.16277111138192085,-0.2393590289661662,0.2580950109315106,0.23545604966175196,1.0000000000593994,0.32899828681216264,0.277729027336783,0.060946635415158996,0.28337733564706746,-0.0007320804954238648,0.07527058937073436,0.047667442497139154,0.23836998389205327,0.18445195866029634,0.20795951799927961,-0.20109033504851342,0.010355632346277599,-0.01371940434499142,0.01371940434499142
